,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
0,10000,Aita Menni ospitalea,,,,,,,,,,,43.063131899999995,-2.5290782000000003
1,10001,Almacén General,,,,,,,,,,,37.930562200000004,-1.1636973999999998
2,10002,Ambulatorio Vallobin,,,,,,,,,yes,,43.368742600000004,-5.8660012
3,10003,Ambulatorio de La Lila,Calle la Lila,,,,,+34 985 10 89 00,,,,,43.364775200000004,-5.8479925999999995
4,10004,Ambulatorio de La Luz,,,,,,,,,,,43.540857,-5.908407700000001
5,10005,Ambulatorio de Nueva Andalucia.,,,,,,,,,,,36.50117589999999,-4.974891400000001
6,10006,Ambulatorio de la luisiana,,,,,,,,,,,37.5268029,-5.2460505
7,10007,Anatomía Patológica,,,,,,,,,,,37.9337437,-1.1618989
8,10008,Antiguo Hospital Militar,,,,,,,,,,,37.3465475,-5.9721625
9,10009,Antiguo Hospital del Carmen,,,,,,,,,,,38.9908042,-3.9345187999999993
10,10010,Antiguo centro de salud,,,,,,,,,,,38.1685234,-3.0061717999999997
11,10011,Asepeyo,,,,,,,,,,,40.4366899,-3.6772779000000004
12,10012,Asepeyo,,,,,,,,,,,41.4904369,2.0783926
13,10013,Asunción klinika,,,,,,,,,,,43.1407953,-2.0691858
14,10014,Barbarela,,,,,,,,,,,36.7122694,-4.4458660000000005
15,10015,Basurtoko Ospitalea,,,,,,,,,,,43.259892799999996,-2.9525313
16,10016,Benito Menni,,,,,,,,,,,43.1445761,-1.5271273
17,10017,Bermeoko Ospitale Psikiatrikoa,,,,,,,,,,,43.4221235,-2.7210011
18,10018,Bloque Técnico,,,,,,,,,,,37.9314287,-1.1631718
19,10019,Bola Azul,,,,,,,,,,,36.8483304,-2.4517331
20,10020,C.A.E. Galdar,,,,,,,,,,,28.1439543,-15.6540197
21,10021,C.A.R.P.A.,Calle Obispo Lepe,,,,,+34 941 298000,,,,,42.4624656,-2.4305597000000003
22,10022,CAP - Ambulatori,Plaça Lluís Companys,,,,,+34 93 637 11 12,,,,,41.33725379999999,1.9956398999999998
23,10023,CAP ARENYS DE MUNT,Carrer Verge del Remei,,,,,+34 93 795 02 41,,,yes,,41.6100409,2.5386195
24,10024,CENTRO DE SALUD,,,,,,,,,,,28.235424300000002,-16.439522099999998
25,10025,CHARE,,,,,,,,,yes,,37.3987301,-4.751975700000001
26,10026,CM San José Norte,Calle Santuario de Cabañas,,,,,,,,,,41.6425469,-0.870712
27,10027,CME San José,Calle de Luis Aula,,,,,,,,no,,41.6383249,-0.8725209999999999
28,10028,CS Finca España,,,,,,,,,,,28.4727826,-16.300627
29,10029,Cap Roda de Bara,,,,,,,,,,,41.1843646,1.453057
30,10030,Capilla,,,,,,,,,,,43.4557361,-3.8312839999999997
31,10031,Capio Clideba,Calle Eladio Salinero Santos,,,,,,,,,,38.8713932,-6.9906061
32,10032,Capio Hospital Universitari Sagrat Cor,Carrer de Viladomat,,,,,,,,,,41.388633500000005,2.1458195
33,10033,Central Térmica,,,,,,,,,,,37.9312783,-1.1615356000000001
34,10034,Centre d'Atenció Primària (CAP),,,,,,,,,,,41.5463393,2.2684632999999996
35,10035,Centre de Salut Sant Jordi,,,,,,,,,no,,38.893023,1.3963807
36,10036,Centro Ambulatorio de Especialidades Prudencio Guzmán,Avenida Alcalde Díaz Saavedra Navarro,,,,,,,,no,,28.0963757,-15.4128054
37,10037,Centro Hospitalario Benito Menni,,,,,,,,,,,41.627236700000005,-4.7235054000000005
38,10038,Centro Hospitalario Padre Menni,,,,,,,,,,,43.4764422,-3.8029466
39,10039,Centro Materno Infantil Nosa Sra. de Belén,Rúa Filantropía,,,,,,,,yes,,43.365637799999995,-8.4148806
40,10040,Centro Médico,,,,,,,,,,,40.3827062,-3.4110822
41,10041,Centro Médico,,,,,,,,,no,,28.374360499999998,-16.8520213
42,10042,Centro Médico,,,,,,,,,,,28.365825399999995,-16.816511600000002
43,10043,Centro Médico Virgen de la Caridad,,,,,,,,,,,37.6154596,-0.9882822
44,10044,Centro Médico de La Matanza de Acentejo,,,,,,+34 922 57 90 16,,,,,28.453037800000004,-16.4540703
45,10045,Centro Psiquiatrico Zamudio,,,,,,,,,,,43.2909083,-2.8542002999999996
46,10046,Centro Salud Camargo Costa,,,,,,,,,,,43.4214658,-3.8416742
47,10047,Centro Salud Valtierra,,,,,,,,,,,42.1957516,-1.6308483
48,10048,Centro San Juan de Dios,,,,,,,,,,,40.1598718,-3.6121587999999996
49,10049,Centro San Rafael,,,,,,,,,,,38.3907015,-0.44289399999999995
50,10050,Centro Sociosanitario 'Cristo de los Mineros',,,,,,,,,,,37.6382901,-0.9055350000000001
51,10051,Centro de Alta Resolución,Plaza del Molinillo,,,,,,,,yes,,39.454629100000005,-5.8826599
52,10052,Centro de Atención a Minusválidos Físicos,,,,,,,,,,,38.3792562,-4.8406874
53,10053,Centro de Consultas Externas,,,,,,,,,,,37.18958,-3.6091703
54,10054,Centro de Cuidados paliativos Laguna,,,,,,,,,,,40.4008055,-3.7477513
55,10055,Centro de Día Renedo,,,,,,,,,,,43.3516495,-3.9509095000000003
56,10056,Centro de Especialidades Avenida de Portugal.,,,,,,,,,,,40.4109963,-3.7382376000000006
57,10057,Centro de Especialidades Coronel de Palma,,,,,,,,,no,,40.3188602,-3.8717183
58,10058,Centro de Especialidades Zaídin,,,,,,,,,yes,,37.1610753,-3.5997961000000003
59,10059,Centro de Especialidades de Peñagrande.,,,,,,,,,,,40.4748814,-3.7251019
60,10060,Centro de Especialidades de Torrijos,Camino Torrijos,,,,,,,,no,,39.9896783,-4.2784727
61,10061,"Centro de Investigación de Medicina Aeroespacial, Ejército del Aire",Calle de Arturo Soria,,,,,,,,,,40.4445398,-3.6429257000000006
62,10062,Centro de Parálisis Cerebral Infanta Elena,,,,,,,,,,,38.4150257,-0.4150092000000001
63,10063,Centro de Protonterapia de Quirónsalud,,,,,,+34 914 52 19 00,,,,,40.3975088,-3.790568
64,10064,Centro de Recuperación y Rehabilitación de Levante,,,,,,,,,,,39.553574499999996,-0.4798651
65,10065,Centro de Rehabilitación Psicosocial Santo Cristo de los Milagros,,,,,,,,,,,42.15075770000001,-0.41355820000000004
66,10066,Centro de Rehabilitación San Juan de Dios,,,,,,,,,,,40.345609,-1.1133016000000002
67,10067,Centro de Rehabilitación de Salud Mental de Cartagena,,,,,,,,,,,37.6108186,-0.9770129999999999
68,10068,Centro de Salud,Calle Plaza de Abajo,,,,,+34 949350676,,,yes,,40.4824495,-2.7325146
69,10069,"Centro de Salud ""La Chopera""",,,,,,,,,,,40.540793900000004,-3.6399595000000002
70,10070,"Centro de Salud ""Montijo-Puebla de la Calzada""",Avenida Puebla de la Calzada,,,,,,,,,,38.901047399999996,-6.6213396
71,10071,"Centro de Salud ""Rosa Luxemburgo""",,,,,,,,,,,40.5592664,-3.6325043
72,10072,Centro de Salud Adeje,,,,,,,,,yes,,28.118382399999998,-16.7271976
73,10073,Centro de Salud Aldea Moret,,,,,,,,,,,39.4514011,-6.3889596
74,10074,Centro de Salud Antiguo,Avenida Aragón,,,,,,,,,,41.0459843,-0.12968
75,10075,Centro de Salud Arroyo de la Vega,,,,,,,,,,,40.538069,-3.6316019999999996
76,10076,Centro de Salud Barrio de la Salud,,,,,,,,,yes,,28.4668162,-16.2699171
77,10077,Centro de Salud Dos de Mayo,,,,,,,,,no,,40.3188402,-3.8719864999999998
78,10078,Centro de Salud El Greco,,,,,,,,,,,40.298743200000004,-3.7373397000000006
79,10079,Centro de Salud Fronteras,,,,,,,,,,,40.458865100000004,-3.4837169
80,10080,Centro de Salud Guía de Isora,,,,,,,,,,,28.214186600000005,-16.781154100000002
81,10081,Centro de Salud Güímar,,,,,,,,,,,28.3169103,-16.4065608
82,10082,Centro de Salud La Condesa,Paseo Condesa de Sagasta,,,,,,,,,,42.5993875,-5.580319
83,10083,Centro de Salud La Isleta,,,,,,,,,yes,,28.1487683,-15.423967300000001
84,10084,Centro de Salud La Paz,Avenida del Parque de Asturias,,,,,+34 91 666 17 11,,,,,40.3646881,-3.5494017999999996
85,10085,Centro de Salud Las Ciudades,,,,,,,,,yes,,40.314801700000004,-3.7143714
86,10086,Centro de Salud Las Dehesas,,,,,,,,,,,28.394436,-16.5134568
87,10087,Centro de Salud Las Mercedes,,,,,,,,,,,28.4938647,-16.314050199999997
88,10088,Centro de Salud Loranca-Nuevos Versalles,,,,,,,,,no,,40.29772620000001,-3.8367203
89,10089,Centro de Salud Los Gladiolos,,,,,,,,,,,28.460205100000003,-16.2678929
90,10090,Centro de Salud Majadahonda,,,,,,,,,,,40.4763345,-3.867728
91,10091,Centro de Salud Marqués de la Valdavia,,,,,,,,,,,40.545035600000006,-3.645739
92,10092,Centro de Salud Mediterráneo - Torrecárdenas,,,,,,,,,,,36.8574163,-2.4460653
93,10093,Centro de Salud Mejorada del Campo,Calle de la Ciudad de París,,,,,,,,,,40.3967162,-3.4824897000000004
94,10094,Centro de Salud Miguel Servet,,,,,,,,,no,,40.347999200000004,-3.8335006000000003
95,10095,Centro de Salud Mina del Morro,,,,,,,,,,,43.2500443,-2.917769
96,10096,Centro de Salud Miraflores,,,,,,,,,,,40.5476247,-3.6375104
97,10097,Centro de Salud Nuevo,Calle Andrés Vives,,,,,,,,,,41.04557570000001,-0.12822750000000002
98,10098,Centro de Salud Ofra Delicias-Miramar,,,,,,,,,,,28.454545,-16.2838673
99,10099,Centro de Salud San Antonio,Calle Juan Solano Pedrero,,,,,,,,,,39.4558864,-6.3775839
100,10100,Centro de Salud San Juan de la Cruz,Calle San Juan de la Cruz,,,,,+34 913 52 47 47,,,,,40.43075220000001,-3.8149394
101,10101,Centro de Salud San Sebastián de la Gomera,,,,,,,,,,,28.1019376,-17.1231021
102,10102,Centro de Salud Sardinero,Calle del Alcalde Vega Lamera,,,,,+34 942 39 30 06,,,,,43.477444899999995,-3.7947632000000007
103,10103,Centro de Salud Sánchez Morate,,,,,,,,,no,,40.3133638,-3.7228993999999997
104,10104,Centro de Salud Valencia de Alcántara,Calle Extremadura,,,,,+34 927 580 295,,,,,39.40802120000001,-7.2433031
105,10105,Centro de Salud de Benijófar,,,,,,,,,,,38.0785558,-0.7368073
106,10106,Centro de Salud de Firgas,,,,,,,,,,,28.108319800000004,-15.5628129
107,10107,Centro de Salud de Guanarteme,,,,,,,,,yes,,28.127090600000002,-15.4410807
108,10108,Centro de Salud de Mislata,,,,,,,,,,,39.478471299999995,-0.41535340000000004
109,10109,Centro de Salud de Nuñomoral,Avenida Castilla Y León,,,,,,,,,,40.4062803,-6.248059
110,10110,Centro de Salud de Paracuellos de Jarama,,,,,,,,,access_point,,40.50661229999999,-3.5324188999999997
111,10111,Centro de Salud de Polientes,Calle Los Marineros,,,,,+34 942 770 545,,,no,,42.8051924,-3.9445994
112,10112,Centro de Salud de Serranillos del Valle,,,,,,,,,,,40.2046316,-3.8808617999999995
113,10113,Centro de Salud de Tejeda,,,,,,,,,,,27.998059100000003,-15.614740099999999
114,10114,Centro de Salud de Torrejón de Velasco,Calle del Hospital,,,,,,,,,,40.187105100000004,-3.7801824
115,10115,Centro de Salud de Triana,Calle Don Bernardino Correa Viera,,,,,,,,no,,28.101774100000004,-15.418289499999998
116,10116,Centro de Salud de Valterra,,,,,,,,,,,28.966391100000003,-13.5451228
117,10117,Centro de especialidades,Severo Ochoa,,,,,,,,yes,,39.0645715,-3.6155717000000003
118,10118,Centro de salud,Avenida del Barco,,,,,,,,yes,,38.0428518,-4.1730251
