,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
0,20000,"""KUTNOWSKI SZPITAL SAMORZĄDOWY"" SPÓŁKA Z O.O.",,,,,,,,,yes,,52.239295299999995,19.371924
4,20004,105 Szpital Wojskowy z Przychodnią SPZOZ,Bolesława Domańskiego,,,,,,,,yes,,51.6415875,15.1481984
6,20006,108 Szpital Wojskowy,Tadeusza Kościuszki,,,,,+48876219803,,,yes,,53.8199983,22.363112100000002
13,20013,5 Wojskowy Szpital Kliniczny w Krakowie,Wrocławska,,,,,,,,yes,,50.0751372,19.9339294
19,20019,Arion ZOZ,Doktora Stanisława Pojaska,,,,,,,,yes,,50.5300021,22.7126673
23,20023,Bieszczadzkie Wodne Ochotnicze Pogotowie Ratunkowe,,,,,,,,,yes,,49.382042,22.448331399999997
41,20041,Centrum Medyczne w Łańcucie,,,,,,,,,yes,,50.0672027,22.2329009
57,20057,Dolnośląski Szpital Specjalistyczny im. T. Marciniaka,Generała Augusta Emila Fieldorfa,,,,,+48713064419,,,yes,,51.142277500000006,16.905964800000003
136,20136,Mazowiecki Szpital Bródnowski,Ludwika Kondratowicza,,,,,22 326 55 00,,,yes,,52.2914836,21.046985100000004
152,20152,Miejski Szpital w Pionkach,Niepodległości,,,,,,,,yes,,51.475322,21.4447717
190,20190,Oddział Ratunkowy,Korczyńska,,,,,+48134364110,,,yes,,49.7012565,21.783438699999998
194,20194,Oddział neurologiczny,Marka Sobieskiego,,,,,,,,yes,,50.98296679999999,23.164620199999998
204,20204,Ośrodek Pediatryczny im. dr. Janusza Korczaka,Aleja Marszałka Józefa Piłsudskiego,,,,,,,,yes,,51.761194200000006,19.4840198
229,20229,Pałuckie Centrum Zdrowia SZPITAL,Szpitalna,,,,,,,,yes,,52.8471996,17.7179887
230,20230,Piekarskie Centrum Medyczne,Szpitalna,,,,,,,,yes,,50.3745234,18.952416600000003
231,20231,Pleszewskie Centrum Medyczne,,,,,,+48627420900,,,yes,,51.8986911,17.764351899999998
247,20247,Powiatowe Centrum Zdrowia,Aleja Armii Krajowej,,,,,,,,yes,,54.031570900000006,19.0222245
251,20251,Powiatowy Szpital w Aleksnadrowie Kujawskim,Juliusza Słowackiego,,,,,,,,yes,,52.874213100000006,18.6968919
253,20253,Powiatowy Zespół Opieki Zdrowotnej w Ostródzie S.A.,,,,,,,,,yes,,53.6931711,19.9744278
272,20272,Przychodnia Rejonowa,Mieczysława Niedziałkowskiego,,,,,,,,yes,,50.4900575,19.428456100000002
274,20274,Przychodnia Rejonowa nr 1,Konstantego Ildefonsa Gałczyńskiego,,,,,,,,yes,,50.4934977,19.438080499999998
275,20275,Przychodnia Rejonowa nr 4 ZLA,Borowa,,,,,326714131,,,yes,,50.510475799999995,19.4030924
280,20280,Przychodnia rejonowa,Stanisława Staszica,,,,,48 617 12 95,,,yes,,51.2271051,20.868591000000002
281,20281,Przychodnia specjalistyczna,Powstańców Śląskich,,,,,326723445,,,yes,,50.4851136,19.424907
290,20290,Regionalny Szpital w Kołobrzegu,Podporucznika Edmunda Łopuskiego,,,,,+48 943530200,,,yes,,54.1738361,15.5660185
294,20294,"SP ZOZ ""Szpital Powiatowy"" w Bochni im Bł. Marty Wieckiej",Krakowska,,,,,+48 14 615 3 400,,,yes,,49.9668561,20.4215027
295,20295,"SP ZOZ ""Szpital Powiatowy"" w Bochni im Bł. Marty Wieckiej",Krakowska,,,,,+48 14 615 3 400,,,yes,,49.9668561,20.4215027
301,20301,SPZOZ Szpital Specjalistyczny,,,,,,,,,yes,,51.420449,21.9724068
319,20319,Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej w Lęborku,Juliana Węgrzynowicza,,,,,+48 59 863 52 83,,,yes,,54.5387619,17.7531523
335,20335,Samodzielny Publiczny Wojewódzki Szpital Zespolony - Zdunowo,,,,,,,,,yes,,53.3770738,14.7707011
339,20339,Samodzielny Publiczny Zakład Opieki Zdrowotnej MSW,Kronikarza Galla,,,,,,,,yes,,50.0723088,19.9136062
351,20351,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Mławie,Anny Dobrskiej,,,,,,,,yes,,53.123571,20.372791199999998
352,20352,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Szamotułach,Sukiennicza,,,,,612927100,,,yes,,52.6115613,16.5807703
360,20360,Samodzielny Publiczny Zespół Opieki Zdrowotnej w Leżajsku,Leśna,,,,,,,,yes,,50.2718598,22.4013423
366,20366,Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej,,,,,,,,,yes,,53.0273904,20.8933352
