,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
0,10000,AFFIDEA,,,,,,,,,,,45.4082011,23.3754743
1,10001,Ambulanta,,,,,,,,,,,44.2035861,27.317928499999997
2,10002,Ambulanta Alesd,,,,,,,,,,,47.05324,22.4020288
3,10003,Ambulanță Reghin,,,,,,,,,,,46.7840445,24.6967293
4,10004,Ambulatorul de Specialitate Sfântul Spiridon,,,,,,,,,,,47.16996339999999,27.5808641
5,10005,Amethyst,,,,,,,,,,,44.535851799999996,26.060464399999997
6,10006,Arcadia Hospital,Strada Cicoarei,,,,,+40 232 202002,,,,,47.157866299999995,27.5612963
7,10007,"Bloc materno-infantil, Cardiologie, Radiologie, Laborator analize, Farmacie",Bulevardul Corneliu Coposu,,,,,,,,,,45.7942521,24.154956600000002
8,10008,CERMED,Strada Avram Iancu,,,,,,,,,,44.1797112,28.6375993
9,10009,Cabinet Medico-Sanitar de Frontiera Port Constanța,,,,,,,,,,,44.1717148,28.6567463
10,10010,Cabinet medical,,,,,,,,,,,47.097048,27.527153600000002
11,10011,Cabinet medical,,,,,,,,,,,47.0768578,22.781531
12,10012,Cabinet medical,,,,,,,,,,,46.829944299999994,22.9855479
13,10013,Cabinete medicale de familie,Strada Roșiori,,,,,,,,no,,45.4292631,28.0495669
14,10014,Cabinete medicale de specialitate,Bulevardul Primăverii,,,,,,,,,,47.15047620000001,27.596704100000004
15,10015,Cabinete medicale.,,,,,,,,,,,46.5409352,22.455697100000002
16,10016,Camera de Gardă - Spitalul Clinic de Psihiatrie “Prof. Dr. Alexandru Obregia”,,,,,,,,,yes,,44.3864853,26.1278255
17,10017,Camera de Gardă - Spitalul de Urgență Floreasca,,,,,,,,,yes,,44.453888899999995,26.100897500000002
18,10018,Centru De Excelență Clinică Fundația Baylor,Strada Liliacului,,,,,+40 241 691 730,,,no,,44.1497426,28.6235805
19,10019,Centru Medical,,,,,,,,,,,46.551080400000004,24.574514399999998
20,10020,Centru de dializă Diaverum,Strada Distribuției,,,,,,,,,,45.796018100000005,24.1333259
21,10021,Centru de recuperare și reabilitare neuropsihiatrică,,,,,,,,,,,44.4679599,26.1526137
22,10022,Centrul Dializă IHS,,,,,,,,,,,45.2698958,27.979446999999997
23,10023,Centrul Medial de Permanență Plătărești,,,,,,,,,,,44.3426833,26.376935800000002
24,10024,Centrul Medical Academica,,,,,,,,,,,44.443379,26.1009529
25,10025,Centrul Medical Copou,,,,,,,,,no,,47.17357979999999,27.570478
26,10026,Centrul Medical Galenus,,,,,,,,,,,46.5515387,24.5734768
27,10027,"Centrul Medical de Diagnostic și Tratament ""Dr. Victor Babeș""",,,,,,,,,,,44.428068599999996,26.139214499999998
28,10028,"Centrul Medico-Social ""Sfântul Andrei""",Șoseaua Berceni,,,,,,,,,,44.382738200000006,26.1306613
29,10029,Centrul Regional de Transfuzie Sanguină Tg-Mureș,Strada Molter Károly,,,,,,,,,,46.560516,24.5830475
30,10030,Centrul de Diagnosticare și Tratament Providența,,,,,,,,,,,47.1253657,27.5694266
31,10031,Centrul de Recuperare pentru Copii dr. Nicolae Robănescu,Strada Soldat Mincă Dumitru,,,,,,,,,,44.3896675,26.107839300000002
32,10032,Centrul de Sănătate Ciacova,,,,,,,,,,,45.5151925,21.1239431
33,10033,Centrul de Sănătate Mintală Copii,,,,,,,,,,,45.8706127,22.9063057
34,10034,Centrul de Transfuzie Sanguină,,,,,,+40245210913,,,,,44.9190963,25.456973
35,10035,Centrul de Transfuzie Sanguină,Strada Radu S.Campiniu,,,,,,,,,,45.269752200000006,27.969389000000003
36,10036,Centrul de Transfuzii Bârlad,,,,,,,,,,,46.232102600000005,27.666495299999998
37,10037,Centrul de dializa Bârlad,,,,,,,,,,,46.215868,27.6583914
38,10038,Centrul de dializa Fresenius NephrocareCampulung-Muscel,Strada Erou Costel Constantinescu,,,,,+40 348 730 162,,,,,45.2732848,25.0526355
39,10039,Centrul de dializă,,,,,,,,,,,45.2524122,27.940157899999996
40,10040,"Centrul de plasament ""Gulliver""",,,,,,,,,,,47.1487844,27.5616238
41,10041,Centrul de Îngrijiri Paliative „Sfântul Nectarie”,Strada Fabricii de Zahăr,,,,,+40364733610,,,,,46.784458799999996,23.6204928
42,10042,Centrul pentru Persoane cu Handicap Suferinde de Maladia Alzheimer,,,,,,,,,,,45.511501200000005,21.1220389
43,10043,Clinica Amamed Bărbătești,,,,,,,,,,,45.1723226,24.1172807
44,10044,Clinica Chirurgie I,Strada Clinicilor,,,,,,,,,,46.765972,23.5833921
45,10045,Clinica Dermato-Venerologie,Strada Clinicilor,,,,,,,,,,46.7651568,23.5830082
46,10046,Clinica Dermatologică,,,,,,,,,,,47.1577255,27.616003600000003
47,10047,Clinica MedLife Turnului,Strada Turnului,,,,,,,,,,45.6651711,25.6126401
48,10048,Clinica Medicală I,Strada Clinicilor,,,,,,,,yes,,46.765673799999995,23.582303
